mostype,maanthui,mgemomv,mgemleef,moshoofd,mgodrk,mgodpr,mgodov,mgodge,mrelge,mrelsa,mrelov,mfalleen,mfgekind,mfwekind,moplhoog,moplmidd,mopllaag,mberhoog,mberzelf,mberboer,mbermidd,mberarbg,mberarbo,mska,mskb1,mskb2,mskc,mskd,mhhuur,mhkoop,maut1,maut2,maut0,mzfonds,mzpart,minkm30,mink3045,mink4575,mink7512,mink123m,minkgem,mkoopkla,pwapart,pwabedr,pwaland,ppersaut,pbesaut,pmotsco,pvraaut,paanhang,ptractor,pwerkt,pbrom,pleven,ppersong,pgezong,pwaoreg,pbrand,pzeilpl,pplezier,pfiets,pinboed,pbystand,awapart,awabedr,awaland,apersaut,abesaut,amotsco,avraaut,aaanhang,atractor,awerkt,abrom,aleven,apersong,agezong,awaoreg,abrand,azeilpl,aplezier,afiets,ainboed,abystand,caravan,mostype_label,mgemleef_label,moshoofd_label,mgodrk_label,mgodpr_label,mgodov_label,mgodge_label,pwapart_label,pwabedr_label,pwaland_label
11.0,1.0,3.0,2.0,3.0,0.0,5.0,0.0,4.0,6.0,0.0,3.0,1.0,2.0,7.0,3.0,2.0,4.0,1.0,0.0,1.0,4.0,1.0,4.0,1.0,3.0,2.0,1.0,3.0,0.0,9.0,6.0,3.0,0.0,4.0,5.0,0.0,4.0,2.0,4.0,1.0,6.0,6.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,Family starters,30-40 years,Average Family,0%,50 - 62%,0%,37 - 49%,f 50 – 99,f 0,f 0
34.0,1.0,4.0,3.0,8.0,0.0,4.0,1.0,5.0,6.0,2.0,2.0,0.0,4.0,5.0,0.0,4.0,5.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,5.0,0.0,5.0,4.0,6.0,2.0,2.0,8.0,1.0,0.0,0.0,4.0,5.0,0.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Large family, employed child",40-50 years,Family with grown ups,0%,37 - 49%,1 - 10%,50 - 62%,f 1 – 49,f 0,f 0
24.0,1.0,2.0,3.0,5.0,0.0,6.0,1.0,3.0,3.0,0.0,6.0,6.0,1.0,3.0,2.0,2.0,5.0,2.0,0.0,0.0,4.0,3.0,1.0,2.0,2.0,0.0,5.0,1.0,8.0,1.0,5.0,0.0,4.0,9.0,0.0,5.0,2.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Young, low educated",40-50 years,Living well,0%,63 - 75%,1 - 10%,24 - 36%,f 0,f 0,f 0
6.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,6.0,8.0,0.0,1.0,1.0,2.0,6.0,2.0,3.0,4.0,2.0,0.0,0.0,3.0,4.0,1.0,2.0,3.0,1.0,4.0,1.0,5.0,4.0,,2.0,0.0,7.0,2.0,1.0,2.0,5.0,2.0,0.0,5.0,8.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Career and childcare,30-40 years,Driven Growers,1 - 10%,1 - 10%,24 - 36%,63 - 75%,f 0,f 0,
10.0,1.0,4.0,3.0,,5.0,3.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,8.0,1.0,5.0,3.0,1.0,0.0,0.0,5.0,3.0,1.0,1.0,3.0,3.0,3.0,0.0,1.0,8.0,9.0,0.0,0.0,5.0,4.0,3.0,2.0,4.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,Stable family,40-50 years,,50 - 62%,24 - 36%,1 - 10%,1 - 10%,f 0,f 0,f 0
23.0,2.0,1.0,1.0,5.0,0.0,2.0,4.0,4.0,2.0,2.0,5.0,5.0,4.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,5.0,0.0,4.0,0.0,9.0,0.0,7.0,0.0,2.0,9.0,0.0,4.0,4.0,2.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Young and rising,20-30 years,Living well,0%,11 - 23%,37 - 49%,37 - 49%,f 50 – 99,f 0,f 0
2.0,1.0,2.0,4.0,1.0,0.0,5.0,0.0,5.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,4.0,0.0,6.0,3.0,7.0,2.0,0.0,3.0,6.0,2.0,4.0,4.0,1.0,0.0,5.0,6.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Very Important Provincials,50-60 years,Successful hedonists,0%,50 - 62%,0%,50 - 62%,f 50 – 99,f 0,f 0
8.0,1.0,3.0,2.0,2.0,2.0,4.0,1.0,4.0,6.0,1.0,3.0,1.0,4.0,5.0,2.0,5.0,2.0,2.0,2.0,,3.0,,3.0,3.0,2.0,2.0,3.0,1.0,6.0,3.0,7.0,1.0,2.0,6.0,,3.0,4.0,3.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,Middle class families,30-40 years,Driven Growers,11 - 23%,37 - 49%,1 - 10%,37 - 49%,f 0,f 0,f 0
22.0,1.0,1.0,2.0,5.0,0.0,5.0,2.0,2.0,1.0,4.0,5.0,5.0,4.0,1.0,1.0,6.0,2.0,70.0,0.0,0.0,6.0,1.0,3.0,1.0,4.0,3.0,3.0,0.0,9.0,0.0,3.0,2.0,4.0,,3.0,3.0,4.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mixed apartment dwellers,30-40 years,Living well,0%,50 - 62%,11 - 23%,11 - 23%,f 0,f 0,f 0
3.0,1.0,2.0,5.0,1.0,1.0,5.0,2.0,,5.0,1.0,4.0,2.0,6.0,2.0,2.0,3.0,4.0,4.0,1.0,0.0,2.0,4.0,1.0,3.0,1.0,2.0,4.0,1.0,2.0,7.0,5.0,1.0,3.0,5.0,,1.0,2.0,4.0,3.0,1.0,6.0,6.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,High status seniors,60-70 years,Successful hedonists,1 - 10%,50 - 62%,11 - 23%,,f 50 – 99,f 0,f 0
33.0,1.0,2.0,3.0,8.0,1.0,4.0,1.0,4.0,6.0,2.0,3.0,3.0,4.0,3.0,1.0,4.0,5.0,1.0,1.0,0.0,3.0,2.0,4.0,1.0,2.0,2.0,5.0,1.0,5.0,4.0,6.0,1.0,3.0,7.0,2.0,3.0,4.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Lower class large families,40-50 years,Family with grown ups,1 - 10%,37 - 49%,1 - 10%,37 - 49%,f 0,f 0,f 0
6.0,1.0,58.0,,2.0,1.0,3.0,1.0,5.0,6.0,1.0,2.0,3.0,5.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,4.0,5.0,9.0,0.0,6.0,2.0,2.0,7.0,2.0,9.0,0.0,0.0,0.0,0.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Career and childcare,,Driven Growers,1 - 10%,24 - 36%,1 - 10%,50 - 62%,f 50 – 99,f 0,f 0
33.0,1.0,3.0,3.0,8.0,0.0,4.0,0.0,5.0,9.0,0.0,0.0,0.0,3.0,,1.0,2.0,7.0,1.0,0.0,0.0,3.0,4.0,2.0,1.0,1.0,1.0,6.0,1.0,5.0,4.0,6.0,90.0,2.0,7.0,2.0,2.0,4.0,3.0,1.0,0.0,4.0,3.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Lower class large families,40-50 years,Family with grown ups,0%,37 - 49%,0%,50 - 62%,f 50 – 99,f 0,f 0
36.0,1.0,2.0,3.0,8.0,1.0,4.0,1.0,4.0,6.0,2.0,3.0,3.0,4.0,3.0,1.0,4.0,5.0,1.0,1.0,0.0,3.0,2.0,4.0,1.0,2.0,2.0,5.0,1.0,,4.0,6.0,1.0,3.0,7.0,,3.0,4.0,3.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Couples with teens 'Married with children',40-50 years,Family with grown ups,1 - 10%,37 - 49%,1 - 10%,37 - 49%,f 50 – 99,f 0,f 0
32.0,1.0,2.0,4.0,7.0,2.0,6.0,0.0,1.0,6.0,2.0,2.0,2.0,5.0,3.0,1.0,2.0,6.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,4.0,2.0,6.0,3.0,7.0,0.0,2.0,6.0,3.0,5.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Mixed seniors,50-60 years,Retired and Religeous,11 - 23%,63 - 75%,0%,1 - 10%,f 50 – 99,f 0,f 0
36.0,1.0,3.0,4.0,8.0,1.0,4.0,1.0,4.0,7.0,1.0,2.0,4.0,4.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,7.0,2.0,6.0,2.0,1.0,5.0,4.0,5.0,4.0,0.0,0.0,0.0,3.0,,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Couples with teens 'Married with children',50-60 years,Family with grown ups,1 - 10%,37 - 49%,1 - 10%,37 - 49%,f 0,f 0,f 100 – 199
6.0,2.0,3.0,3.0,2.0,2.0,4.0,1.0,3.0,6.0,1.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,1.0,0.0,4.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,6.0,6.0,2.0,2.0,6.0,3.0,2.0,3.0,4.0,2.0,1.0,5.0,8.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Career and childcare,40-50 years,Driven Growers,11 - 23%,37 - 49%,1 - 10%,24 - 36%,f 50 – 99,f 0,f 0
8.0,1.0,2.0,2.0,2.0,0.0,3.0,0.0,6.0,5.0,0.0,4.0,4.0,4.0,2.0,2.0,5.0,3.0,3.0,0.0,1.0,3.0,1.0,3.0,2.0,4.0,1.0,3.0,,2.0,7.0,4.0,3.0,,3.0,6.0,3.0,1.0,2.0,4.0,0.0,6.0,8.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle class families,30-40 years,Driven Growers,0%,24 - 36%,0%,63 - 75%,f 50 – 99,f 0,f 0
38.0,1.0,4.0,2.0,9.0,1.0,4.0,1.0,4.0,6.0,0.0,3.0,0.0,,8.0,0.0,3.0,6.0,3.0,0.0,1.0,0.0,0.0,6.0,1.0,2.0,1.0,4.0,3.0,0.0,9.0,6.0,1.0,2.0,6.0,3.0,0.0,4.0,5.0,0.0,0.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Traditional families,30-40 years,Conservative families,1 - 10%,37 - 49%,1 - 10%,37 - 49%,f 50 – 99,f 0,f 0
8.0,1.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,5.0,2.0,3.0,0.0,6.0,3.0,6.0,3.0,,0.0,0.0,,6.0,3.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,9.0,6.0,1.0,2.0,7.0,2.0,0.0,0.0,9.0,0.0,,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle class families,50-60 years,Driven Growers,1 - 10%,37 - 49%,11 - 23%,37 - 49%,f 0,f 0,f 0
39.0,1.0,2.0,4.0,9.0,0.0,2.0,4.0,,7.0,0.0,2.0,0.0,7.0,2.0,4.0,1.0,4.0,1.0,0.0,0.0,4.0,1.0,5.0,1.0,4.0,0.0,5.0,0.0,5.0,,7.0,0.0,2.0,6.0,3.0,1.0,4.0,2.0,4.0,0.0,6.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Large religous families,50-60 years,Conservative families,0%,11 - 23%,37 - 49%,,f 0,f 0,f 0
30.0,1.0,3.0,3.0,7.0,1.0,5.0,2.0,3.0,5.0,,3.0,0.0,4.0,5.0,0.0,1.0,8.0,0.0,0.0,1.0,3.0,0.0,6.0,0.0,1.0,1.0,5.0,4.0,8.0,1.0,6.0,1.0,3.0,7.0,2.0,3.0,6.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Religious elderly singles,40-50 years,Retired and Religeous,1 - 10%,50 - 62%,11 - 23%,24 - 36%,f 50 – 99,f 0,f 0
38.0,1.0,4.0,2.0,9.0,0.0,4.0,0.0,5.0,8.0,0.0,1.0,1.0,1.0,8.0,1.0,4.0,5.0,1.0,0.0,0.0,2.0,0.0,7.0,1.0,2.0,2.0,5.0,1.0,8.0,1.0,5.0,4.0,1.0,8.0,1.0,5.0,4.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Traditional families,30-40 years,Conservative families,0%,37 - 49%,0%,50 - 62%,f 1 – 49,f 0,f 0
38.0,1.0,2.0,3.0,9.0,1.0,5.0,1.0,,5.0,1.0,3.0,2.0,3.0,4.0,2.0,3.0,5.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,,2.0,4.0,,6.0,2.0,2.0,6.0,3.0,3.0,4.0,2.0,1.0,0.0,4.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Traditional families,40-50 years,Conservative families,1 - 10%,50 - 62%,1 - 10%,,f 0,,f 0
38.0,1.0,3.0,4.0,9.0,0.0,7.0,0.0,2.0,3.0,1.0,6.0,4.0,2.0,4.0,0.0,1.0,8.0,1.0,0.0,0.0,1.0,3.0,5.0,1.0,1.0,1.0,4.0,4.0,8.0,1.0,3.0,0.0,6.0,8.0,1.0,6.0,2.0,,1.0,0.0,2.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Traditional families,50-60 years,Conservative families,0%,76 - 88%,0%,11 - 23%,f 0,,f 0
33.0,1.0,2.0,4.0,8.0,0.0,7.0,0.0,2.0,7.0,0.0,2.0,0.0,7.0,2.0,0.0,2.0,7.0,0.0,1.0,0.0,4.0,4.0,1.0,0.0,1.0,1.0,5.0,3.0,3.0,6.0,8.0,1.0,0.0,7.0,2.0,0.0,5.0,4.0,0.0,0.0,4.0,3.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Lower class large families,50-60 years,Family with grown ups,0%,76 - 88%,0%,11 - 23%,f 50 – 99,f 0,f 0
9.0,1.0,3.0,,3.0,1.0,5.0,2.0,1.0,6.0,1.0,3.0,2.0,3.0,5.0,1.0,3.0,5.0,1.0,0.0,0.0,3.0,3.0,3.0,1.0,2.0,2.0,5.0,1.0,8.0,1.0,5.0,1.0,3.0,6.0,3.0,5.0,2.0,2.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Modern, complete families",,Average Family,1 - 10%,50 - 62%,11 - 23%,1 - 10%,f 0,f 0,f 0
27.0,2.0,2.0,5.0,6.0,1.0,5.0,3.0,1.0,7.0,0.0,2.0,2.0,6.0,1.0,2.0,4.0,4.0,2.0,1.0,2.0,2.0,0.0,3.0,1.0,1.0,5.0,2.0,0.0,8.0,1.0,8.0,0.0,1.0,7.0,2.0,2.0,7.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Seniors in apartments,60-70 years,Cruising Seniors,1 - 10%,50 - 62%,24 - 36%,1 - 10%,f 50 – 99,f 0,f 0
,1.0,3.0,3.0,1.0,1.0,6.0,1.0,2.0,6.0,1.0,2.0,2.0,3.0,4.0,1.0,3.0,5.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,3.0,,1.0,2.0,7.0,5.0,2.0,3.0,5.0,4.0,2.0,4.0,3.0,1.0,1.0,4.0,6.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,40-50 years,Successful hedonists,1 - 10%,63 - 75%,1 - 10%,11 - 23%,f 0,,
3.0,1.0,3.0,3.0,1.0,0.0,7.0,0.0,2.0,9.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,7.0,1.0,0.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,4.0,,5.0,4.0,8.0,1.0,0.0,8.0,1.0,4.0,3.0,2.0,0.0,0.0,3.0,6.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,High status seniors,40-50 years,Successful hedonists,0%,76 - 88%,0%,11 - 23%,f 100 – 199,f 0,f 0
32.0,1.0,3.0,3.0,7.0,1.0,6.0,1.0,2.0,6.0,1.0,2.0,2.0,3.0,4.0,1.0,3.0,5.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,3.0,4.0,1.0,2.0,7.0,5.0,2.0,3.0,5.0,4.0,2.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Mixed seniors,40-50 years,Retired and Religeous,1 - 10%,63 - 75%,1 - 10%,11 - 23%,f 1 – 49,f 0,f 0
33.0,1.0,3.0,3.0,8.0,0.0,5.0,1.0,3.0,6.0,2.0,,0.0,3.0,6.0,0.0,6.0,,3.0,0.0,5.0,2.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,9.0,6.0,1.0,2.0,6.0,3.0,0.0,7.0,0.0,,0.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Lower class large families,40-50 years,Family with grown ups,0%,50 - 62%,1 - 10%,24 - 36%,f 50 – 99,f 0,f 0
39.0,1.0,2.0,3.0,9.0,2.0,4.0,2.0,3.0,5.0,2.0,3.0,2.0,4.0,3.0,1.0,3.0,5.0,1.0,1.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,,1.0,6.0,3.0,,1.0,2.0,7.0,2.0,3.0,4.0,3.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Large religous families,40-50 years,Conservative families,11 - 23%,37 - 49%,11 - 23%,24 - 36%,f 0,f 0,f 0
